step,type,amount,wallet,city,oldbalanceOrg,newbalanceOrig,is_new_device,is_loc_mismatch,high_freq,user_age,time,risk_score,is_fraud
421,TRANSFER,1176,JazzCash,Multan,8519,7343,False,False,False,31,2026-05-03 20:47:03.765674,1.4,0
421,TRANSFER,7289,JazzCash,Lahore,40315,33026,False,False,False,39,2026-04-26 13:23:18.765674,8.7,0
421,TRANSFER,2711,JazzCash,Karachi,182381,179670,False,False,False,28,2026-03-20 13:38:24.765674,3.3,0
421,TRANSFER,5971,Easypaisa,Karachi,193714,187743,False,False,False,45,2026-03-10 13:17:32.765674,7.2,0
421,CASH_OUT,11738,Easypaisa,Quetta,145342,133604,False,False,False,36,2026-04-15 20:49:44.765674,14.1,0
421,PAYMENT,4758,Easypaisa,Quetta,71079,66321,False,False,False,28,2026-04-12 10:46:13.765674,5.7,0
421,CASH_IN,5900,Easypaisa,Multan,123151,129051,False,False,False,48,2026-05-01 22:45:48.765674,7.1,0
421,TRANSFER,13071,Easypaisa,Lahore,42845,29774,False,False,False,26,2026-03-23 13:01:24.765674,15.7,0
421,CASH_IN,3695,JazzCash,Lahore,41216,44911,False,False,False,45,2026-03-18 08:12:53.765674,4.4,0
421,CASH_OUT,12925,Easypaisa,Peshawar,98613,85688,False,False,False,43,2026-04-18 09:35:28.765674,15.5,0
421,CASH_IN,9464,JazzCash,Multan,60104,69568,False,False,False,36,2026-03-21 12:29:01.765674,11.4,0
421,PAYMENT,11986,JazzCash,Multan,193787,181801,False,False,False,37,2026-03-19 08:19:25.765674,14.4,0
421,TRANSFER,13094,Easypaisa,Multan,138458,125364,False,False,False,40,2026-04-04 09:06:14.765674,15.7,0
422,CASH_IN,10825,Easypaisa,Quetta,162942,173767,False,False,False,38,2026-04-23 17:13:10.765674,13.0,0
422,PAYMENT,13580,JazzCash,Multan,35203,21623,False,False,False,37,2026-05-01 08:47:56.765674,16.3,0
422,CASH_OUT,2755,Easypaisa,Peshawar,171786,169031,False,False,False,26,2026-03-08 16:47:38.765674,3.3,0
422,PAYMENT,4033,Easypaisa,Lahore,24173,20140,False,False,False,41,2026-05-04 12:02:45.765674,4.8,0
422,TRANSFER,4374,JazzCash,Quetta,56950,52576,False,False,False,20,2026-03-11 14:57:15.765674,5.2,0
422,TRANSFER,8999,JazzCash,Karachi,144359,135360,False,False,False,32,2026-04-09 22:53:45.765674,10.8,0
422,PAYMENT,1389,Easypaisa,Multan,37140,35751,False,False,False,20,2026-04-11 11:57:53.765674,1.7,0
422,PAYMENT,5566,JazzCash,Lahore,76190,70624,False,False,False,44,2026-04-22 16:39:44.765674,6.7,0
422,CASH_IN,11332,Easypaisa,Quetta,180947,192279,False,False,False,46,2026-05-02 21:38:04.765674,13.6,0
422,TRANSFER,3238,JazzCash,Lahore,117636,114398,False,False,False,31,2026-04-18 13:58:01.765674,3.9,0
422,CASH_OUT,2611,Easypaisa,Peshawar,129696,127085,False,False,False,32,2026-03-17 21:28:16.765674,3.1,0
422,TRANSFER,566,Easypaisa,Quetta,111258,110692,False,False,False,40,2026-03-08 20:32:17.765674,0.7,0
422,PAYMENT,8488,JazzCash,Lahore,127219,118731,False,False,False,24,2026-04-20 23:27:56.765674,10.2,0
422,CASH_IN,3813,Easypaisa,Faisalabad,38625,42438,False,False,False,41,2026-03-28 09:58:15.765674,4.6,0
422,CASH_IN,5637,JazzCash,Multan,118038,123675,False,False,False,22,2026-04-20 12:06:07.765674,6.8,0
422,CASH_IN,13499,JazzCash,Peshawar,74751,88250,False,False,False,31,2026-03-26 08:35:43.765674,16.2,0
422,CASH_OUT,48124,JazzCash,Faisalabad,52829,4705,True,True,True,72,2026-04-01 03:40:50.765674,100.0,1
422,CASH_IN,11429,JazzCash,Lahore,11295,22724,False,False,False,24,2026-03-08 13:33:04.765674,13.7,0
422,TRANSFER,30620,Easypaisa,Karachi,58296,27676,True,False,False,16,2026-04-02 03:39:16.765674,73.0,1
422,TRANSFER,6745,JazzCash,Faisalabad,86274,79529,False,False,False,34,2026-03-24 08:51:51.765674,8.1,0
422,CASH_IN,6359,JazzCash,Faisalabad,113506,119865,False,False,False,29,2026-05-06 18:59:00.765674,7.6,0
422,CASH_OUT,9108,JazzCash,Peshawar,21610,12502,False,False,False,48,2026-03-13 07:37:38.765674,10.9,0
422,CASH_OUT,10957,JazzCash,Karachi,198942,187985,False,False,False,42,2026-05-03 14:04:29.765674,13.1,0
422,TRANSFER,1574,Easypaisa,Karachi,181273,179699,False,False,False,33,2026-03-20 15:18:28.765674,1.9,0
423,PAYMENT,13840,JazzCash,Quetta,174534,160694,False,False,False,44,2026-04-07 15:27:55.765674,16.6,0
423,CASH_IN,7226,JazzCash,Peshawar,41000,48226,False,False,False,24,2026-03-31 12:03:37.765674,8.7,0
423,PAYMENT,7953,JazzCash,Quetta,59797,51844,False,False,False,38,2026-03-15 21:32:10.765674,9.5,0
423,CASH_OUT,5880,JazzCash,Karachi,31736,25856,False,False,False,44,2026-04-08 08:29:48.765674,7.1,0
423,CASH_OUT,49481,Easypaisa,Karachi,61501,12020,True,True,True,25,2026-05-05 03:20:02.765674,92.0,1
423,TRANSFER,81594,Easypaisa,Lahore,135819,54225,True,True,True,25,2026-04-21 01:05:13.765674,92.0,1
423,CASH_OUT,4629,Easypaisa,Lahore,10329,5700,False,False,False,39,2026-04-05 08:15:07.765674,5.6,0
423,CASH_OUT,719,Easypaisa,Quetta,73558,72839,False,False,False,44,2026-03-25 23:06:28.765674,0.9,0
423,CASH_OUT,14162,Easypaisa,Lahore,101936,87774,False,False,False,50,2026-03-16 17:10:20.765674,17.0,0
423,TRANSFER,5194,JazzCash,Multan,14171,8977,False,False,False,35,2026-04-23 07:48:22.765674,6.2,0
423,PAYMENT,13185,Easypaisa,Lahore,128408,115223,False,False,False,23,2026-03-25 15:56:22.765674,15.8,0
423,TRANSFER,8272,Easypaisa,Karachi,182934,174662,False,False,False,22,2026-04-14 15:39:23.765674,9.9,0
423,CASH_IN,6045,JazzCash,Peshawar,104664,110709,False,False,False,40,2026-03-17 14:40:25.765674,7.3,0
423,PAYMENT,9195,JazzCash,Faisalabad,102005,92810,False,False,False,20,2026-04-21 09:45:08.765674,11.0,0
423,PAYMENT,1939,Easypaisa,Lahore,113347,111408,False,False,False,48,2026-03-21 08:08:09.765674,2.3,0
423,CASH_IN,688,Easypaisa,Quetta,185461,186149,False,False,False,42,2026-04-15 16:28:24.765674,0.8,0
423,CASH_OUT,8239,JazzCash,Karachi,160447,152208,False,False,False,39,2026-04-11 08:35:38.765674,9.9,0
423,CASH_IN,10674,JazzCash,Multan,105085,115759,False,False,False,26,2026-03-22 11:28:38.765674,12.8,0
423,PAYMENT,3616,Easypaisa,Peshawar,53221,49605,False,False,False,36,2026-04-01 17:46:46.765674,4.3,0
423,TRANSFER,25095,Easypaisa,Karachi,170669,145574,False,True,True,72,2026-04-24 01:14:52.765674,80.0,1
423,PAYMENT,10277,JazzCash,Lahore,146721,136444,False,False,False,25,2026-04-21 09:20:07.765674,12.3,0
423,PAYMENT,1379,JazzCash,Multan,173219,171840,False,False,False,39,2026-05-05 16:14:58.765674,1.7,0
423,CASH_OUT,10494,Easypaisa,Multan,74391,63897,False,False,False,27,2026-04-12 21:09:35.765674,12.6,0
423,TRANSFER,13821,JazzCash,Peshawar,97979,84158,False,False,False,26,2026-04-15 08:30:52.765674,16.6,0
424,CASH_IN,4336,Easypaisa,Karachi,169894,174230,False,False,False,36,2026-04-08 10:20:14.765674,5.2,0
424,PAYMENT,6309,JazzCash,Lahore,100440,94131,False,False,False,26,2026-03-28 18:08:02.765674,7.6,0
424,CASH_IN,854,JazzCash,Multan,34418,35272,False,False,False,31,2026-04-22 07:34:17.765674,1.0,0
424,TRANSFER,2746,Easypaisa,Karachi,67086,64340,False,False,False,25,2026-03-25 17:56:18.765674,3.3,0
424,CASH_OUT,6579,JazzCash,Lahore,62828,56249,False,False,False,22,2026-04-17 12:18:47.765674,7.9,0
424,TRANSFER,5236,Easypaisa,Peshawar,105967,100731,False,False,False,27,2026-03-14 09:21:12.765674,6.3,0
424,CASH_OUT,13785,JazzCash,Quetta,101965,88180,False,False,False,38,2026-04-07 13:54:29.765674,16.5,0
424,PAYMENT,9879,Easypaisa,Lahore,188753,178874,False,False,False,49,2026-04-22 21:23:21.765674,11.9,0
424,CASH_OUT,25387,JazzCash,Multan,168422,143035,True,True,True,16,2026-04-01 02:21:21.765674,100.0,1
424,PAYMENT,12098,JazzCash,Peshawar,80309,68211,False,False,False,23,2026-04-28 16:42:05.765674,14.5,0
424,PAYMENT,9247,JazzCash,Faisalabad,107577,98330,False,False,False,30,2026-04-19 14:40:54.765674,11.1,0
424,CASH_IN,12371,Easypaisa,Quetta,120259,132630,False,False,False,46,2026-03-25 13:56:11.765674,14.8,0
424,CASH_OUT,539,JazzCash,Peshawar,143839,143300,False,False,False,36,2026-04-09 18:25:42.765674,0.6,0
424,TRANSFER,11145,JazzCash,Quetta,83869,72724,False,False,False,36,2026-04-06 15:16:34.765674,13.4,0
424,CASH_OUT,11047,Easypaisa,Peshawar,121024,109977,False,False,False,22,2026-04-15 13:14:50.765674,13.3,0
424,CASH_OUT,9958,Easypaisa,Karachi,33432,23474,False,False,False,29,2026-05-03 15:38:14.765674,11.9,0
424,PAYMENT,628,Easypaisa,Peshawar,48279,47651,False,False,False,39,2026-04-19 19:44:39.765674,0.8,0
424,CASH_OUT,4272,JazzCash,Quetta,72851,68579,False,False,False,46,2026-04-24 14:26:31.765674,5.1,0
424,CASH_IN,4560,JazzCash,Peshawar,49982,54542,False,False,False,29,2026-03-19 22:45:38.765674,5.5,0
424,CASH_OUT,69099,JazzCash,Quetta,195964,126865,True,True,True,72,2026-03-28 03:52:25.765674,100.0,1
424,CASH_OUT,7357,Easypaisa,Lahore,53673,46316,False,False,False,46,2026-03-24 08:01:59.765674,8.8,0
424,CASH_OUT,14400,JazzCash,Multan,59815,45415,False,False,False,43,2026-05-02 13:04:47.765674,17.3,0
424,TRANSFER,65506,JazzCash,Faisalabad,90447,24941,True,False,True,25,2026-03-17 01:45:24.765674,77.0,1
424,TRANSFER,6346,Easypaisa,Faisalabad,6928,582,False,False,False,25,2026-05-02 20:47:26.765674,7.6,0
425,CASH_IN,14979,JazzCash,Multan,107944,122923,False,False,False,34,2026-04-19 18:50:33.765674,18.0,0
425,CASH_IN,8159,JazzCash,Quetta,198282,206441,False,False,False,45,2026-05-04 23:45:44.765674,9.8,0
425,TRANSFER,12487,JazzCash,Peshawar,105366,92879,False,False,False,29,2026-04-21 16:45:43.765674,15.0,0
425,CASH_OUT,11030,JazzCash,Quetta,176792,165762,False,False,False,46,2026-04-29 14:44:49.765674,13.2,0
425,TRANSFER,5469,JazzCash,Karachi,133477,128008,False,False,False,24,2026-03-08 18:52:20.765674,6.6,0
425,CASH_IN,3143,Easypaisa,Karachi,179862,183005,False,False,False,38,2026-04-06 23:40:43.765674,3.8,0
425,TRANSFER,73395,JazzCash,Quetta,104603,31208,True,False,False,25,2026-04-09 01:17:18.765674,65.0,0
425,PAYMENT,5741,Easypaisa,Karachi,20514,14773,False,False,False,46,2026-04-18 22:04:29.765674,6.9,0
425,PAYMENT,1465,Easypaisa,Faisalabad,158969,157504,False,False,False,40,2026-04-28 17:51:23.765674,1.8,0
425,CASH_OUT,4308,Easypaisa,Multan,25581,21273,False,False,False,49,2026-03-14 08:49:26.765674,5.2,0
425,CASH_IN,2581,JazzCash,Karachi,135149,137730,False,False,False,28,2026-04-28 20:53:36.765674,3.1,0
425,PAYMENT,3559,Easypaisa,Faisalabad,40855,37296,False,False,False,21,2026-04-11 14:29:34.765674,4.3,0
425,CASH_OUT,198,JazzCash,Multan,142755,142557,False,False,False,34,2026-04-11 17:31:34.765674,0.2,0
425,CASH_IN,937,Easypaisa,Peshawar,103345,104282,False,False,False,25,2026-04-19 18:17:05.765674,1.1,0
425,TRANSFER,38783,Easypaisa,Quetta,113646,74863,False,True,True,25,2026-05-03 04:43:09.765674,72.0,1
425,PAYMENT,1067,JazzCash,Peshawar,120724,119657,False,False,False,21,2026-04-20 14:56:34.765674,1.3,0
425,CASH_IN,9672,JazzCash,Karachi,114494,124166,False,False,False,24,2026-04-17 10:34:30.765674,11.6,0
425,CASH_IN,859,Easypaisa,Peshawar,176629,177488,False,False,False,46,2026-03-15 22:31:08.765674,1.0,0
425,CASH_OUT,123,JazzCash,Faisalabad,75780,75657,False,False,False,48,2026-05-06 23:49:39.765674,0.1,0
425,CASH_OUT,9796,JazzCash,Peshawar,67470,57674,False,False,False,50,2026-04-28 13:50:36.765674,11.8,0
425,TRANSFER,13727,Easypaisa,Multan,158480,144753,False,False,False,23,2026-03-23 17:36:26.765674,16.5,0
425,TRANSFER,3288,Easypaisa,Quetta,67281,63993,False,False,False,28,2026-04-28 08:41:28.765674,3.9,0
425,CASH_OUT,14867,Easypaisa,Peshawar,138549,123682,False,False,False,45,2026-04-07 17:57:07.765674,17.8,0
425,CASH_OUT,34942,JazzCash,Peshawar,163019,128077,True,True,False,16,2026-04-18 00:41:10.765674,88.0,1
426,CASH_IN,11473,Easypaisa,Quetta,115555,127028,False,False,False,34,2026-04-17 21:49:25.765674,13.8,0
426,CASH_IN,7741,Easypaisa,Peshawar,100902,108643,False,False,False,48,2026-03-14 16:03:15.765674,9.3,0
426,CASH_IN,2800,JazzCash,Peshawar,29085,31885,False,False,False,25,2026-03-27 17:18:29.765674,3.4,0
426,CASH_OUT,11968,Easypaisa,Lahore,170119,158151,False,False,False,48,2026-03-11 14:11:17.765674,14.4,0
426,CASH_IN,6654,JazzCash,Multan,134115,140769,False,False,False,32,2026-03-17 18:59:29.765674,8.0,0
426,PAYMENT,12153,JazzCash,Lahore,168552,156399,False,False,False,50,2026-03-11 16:40:13.765674,14.6,0
426,CASH_IN,10680,Easypaisa,Karachi,47830,58510,False,False,False,23,2026-04-25 10:25:43.765674,12.8,0
426,CASH_OUT,13948,Easypaisa,Multan,16263,2315,False,False,False,20,2026-04-13 07:56:24.765674,16.7,0
426,CASH_OUT,9759,JazzCash,Peshawar,97710,87951,False,False,False,29,2026-04-08 20:45:29.765674,11.7,0
426,CASH_OUT,1449,Easypaisa,Karachi,116277,114828,False,False,False,30,2026-03-17 12:55:10.765674,1.7,0
426,PAYMENT,7775,Easypaisa,Multan,157139,149364,False,False,False,50,2026-03-27 08:19:42.765674,9.3,0
426,TRANSFER,76155,Easypaisa,Peshawar,107354,31199,True,True,True,16,2026-03-25 02:55:59.765674,100.0,1
426,CASH_OUT,4141,Easypaisa,Quetta,112677,108536,False,False,False,46,2026-03-20 12:24:10.765674,5.0,0
426,PAYMENT,6122,Easypaisa,Karachi,26887,20765,False,False,False,45,2026-04-02 15:09:18.765674,7.3,0
426,CASH_OUT,1507,Easypaisa,Peshawar,118382,116875,False,False,False,24,2026-03-09 22:00:53.765674,1.8,0
426,PAYMENT,6411,JazzCash,Karachi,1701,-4710,False,False,False,34,2026-04-16 21:58:52.765674,7.7,0
426,TRANSFER,1448,Easypaisa,Faisalabad,170745,169297,False,False,False,41,2026-04-18 23:07:34.765674,1.7,0
426,CASH_OUT,5856,JazzCash,Multan,7251,1395,False,False,False,25,2026-04-29 16:19:06.765674,7.0,0
426,PAYMENT,6128,JazzCash,Faisalabad,88755,82627,False,False,False,43,2026-05-03 08:03:57.765674,7.4,0
426,PAYMENT,14665,JazzCash,Faisalabad,111076,96411,False,False,False,38,2026-03-16 22:43:07.765674,17.6,0
426,TRANSFER,9192,JazzCash,Quetta,120913,111721,False,False,False,27,2026-04-06 08:20:21.765674,11.0,0
426,PAYMENT,4913,JazzCash,Multan,128568,123655,False,False,False,45,2026-03-29 09:10:55.765674,5.9,0
426,CASH_OUT,1978,Easypaisa,Faisalabad,110269,108291,False,False,False,43,2026-04-19 11:27:34.765674,2.4,0
426,CASH_IN,13322,Easypaisa,Karachi,132774,146096,False,False,False,22,2026-03-08 13:08:57.765674,16.0,0
427,CASH_IN,12227,JazzCash,Peshawar,21524,33751,False,False,False,20,2026-03-17 14:51:20.765674,14.7,0
427,CASH_IN,4676,JazzCash,Lahore,129648,134324,False,False,False,50,2026-04-23 18:01:13.765674,5.6,0
427,TRANSFER,13061,Easypaisa,Faisalabad,42163,29102,False,False,False,25,2026-04-18 22:00:19.765674,15.7,0
427,PAYMENT,2154,JazzCash,Multan,178485,176331,False,False,False,33,2026-04-27 18:58:26.765674,2.6,0
427,CASH_OUT,9857,Easypaisa,Quetta,164101,154244,False,False,False,28,2026-03-29 07:43:11.765674,11.8,0
427,PAYMENT,8266,JazzCash,Quetta,190909,182643,False,False,False,28,2026-03-15 14:45:07.765674,9.9,0
427,CASH_OUT,9799,JazzCash,Quetta,164564,154765,False,False,False,29,2026-04-03 09:04:17.765674,11.8,0
427,TRANSFER,99929,Easypaisa,Multan,167078,67149,True,True,True,16,2026-04-26 00:39:50.765674,100.0,1
427,PAYMENT,387,JazzCash,Faisalabad,132378,131991,False,False,False,32,2026-03-19 10:50:05.765674,0.5,0
427,CASH_IN,3679,JazzCash,Quetta,162155,165834,False,False,False,27,2026-04-21 18:27:27.765674,4.4,0
427,TRANSFER,70692,Easypaisa,Peshawar,95094,24402,True,True,False,72,2026-04-30 05:18:46.765674,88.0,1
427,TRANSFER,12327,Easypaisa,Faisalabad,97794,85467,False,False,False,49,2026-03-11 20:36:31.765674,14.8,0
427,CASH_OUT,50128,Easypaisa,Karachi,70024,19896,True,False,False,72,2026-04-04 03:15:34.765674,73.0,1
427,TRANSFER,32888,Easypaisa,Quetta,93339,60451,True,True,True,16,2026-04-03 00:52:13.765674,100.0,1
427,TRANSFER,1718,Easypaisa,Peshawar,47225,45507,False,False,False,30,2026-03-12 15:54:46.765674,2.1,0
427,CASH_OUT,8606,JazzCash,Multan,160797,152191,False,False,False,48,2026-04-15 21:57:08.765674,10.3,0
427,TRANSFER,69541,Easypaisa,Faisalabad,194862,125321,True,True,True,16,2026-03-19 02:57:02.765674,100.0,1
427,CASH_IN,3512,JazzCash,Lahore,171211,174723,False,False,False,32,2026-03-26 15:40:52.765674,4.2,0
427,TRANSFER,1155,Easypaisa,Peshawar,6797,5642,False,False,False,50,2026-03-19 22:26:00.765674,1.4,0
427,PAYMENT,9391,JazzCash,Quetta,103122,93731,False,False,False,29,2026-05-02 13:07:15.765674,11.3,0
427,CASH_IN,8283,JazzCash,Peshawar,169628,177911,False,False,False,38,2026-03-23 07:39:03.765674,9.9,0
427,PAYMENT,5626,JazzCash,Multan,20192,14566,False,False,False,31,2026-04-27 15:55:33.765674,6.8,0
427,CASH_OUT,12069,JazzCash,Karachi,82390,70321,False,False,False,34,2026-03-29 15:50:07.765674,14.5,0
427,TRANSFER,14920,Easypaisa,Lahore,17109,2189,False,False,False,22,2026-04-18 08:21:49.765674,17.9,0
428,CASH_OUT,5393,Easypaisa,Multan,122322,116929,False,False,False,33,2026-04-17 09:49:12.765674,6.5,0
428,TRANSFER,526,JazzCash,Karachi,126673,126147,False,False,False,39,2026-03-26 12:23:58.765674,0.6,0
428,CASH_OUT,1653,JazzCash,Faisalabad,122472,120819,False,False,False,34,2026-03-20 14:21:06.765674,2.0,0
428,PAYMENT,8296,JazzCash,Lahore,125217,116921,False,False,False,46,2026-04-24 23:30:33.765674,10.0,0
428,CASH_IN,3052,JazzCash,Karachi,39450,42502,False,False,False,33,2026-04-11 21:52:16.765674,3.7,0
428,TRANSFER,2046,JazzCash,Multan,194096,192050,False,False,False,45,2026-05-02 17:49:03.765674,2.5,0
428,CASH_OUT,12813,JazzCash,Karachi,177116,164303,False,False,False,43,2026-03-15 22:53:34.765674,15.4,0
428,CASH_OUT,93035,JazzCash,Lahore,103062,10027,True,False,False,16,2026-03-25 04:18:28.765674,73.0,1
428,CASH_IN,8689,JazzCash,Peshawar,140399,149088,False,False,False,26,2026-05-03 11:29:47.765674,10.4,0
428,TRANSFER,314,Easypaisa,Quetta,70622,70308,False,False,False,34,2026-04-27 14:14:33.765674,0.4,0
428,CASH_OUT,61107,Easypaisa,Multan,158746,97639,True,True,True,16,2026-04-07 05:45:47.765674,100.0,1
428,TRANSFER,14706,Easypaisa,Quetta,110434,95728,False,False,False,42,2026-04-17 08:35:01.765674,17.6,0
428,CASH_IN,7776,Easypaisa,Lahore,136561,144337,False,False,False,36,2026-04-03 19:01:18.765674,9.3,0
428,PAYMENT,2249,Easypaisa,Multan,24355,22106,False,False,False,42,2026-05-04 15:22:43.765674,2.7,0
428,TRANSFER,9092,JazzCash,Quetta,11778,2686,False,False,False,45,2026-04-21 14:19:11.765674,10.9,0
428,PAYMENT,14047,JazzCash,Quetta,114681,100634,False,False,False,24,2026-04-21 12:28:12.765674,16.9,0
428,CASH_IN,992,Easypaisa,Lahore,67314,68306,False,False,False,38,2026-03-26 17:35:41.765674,1.2,0
428,CASH_IN,3701,Easypaisa,Quetta,11174,14875,False,False,False,21,2026-03-25 16:40:42.765674,4.4,0
428,TRANSFER,1636,Easypaisa,Lahore,83116,81480,False,False,False,44,2026-03-09 19:22:46.765674,2.0,0
428,CASH_OUT,7080,JazzCash,Karachi,49710,42630,False,False,False,43,2026-03-29 10:01:16.765674,8.5,0
428,PAYMENT,223,JazzCash,Lahore,177941,177718,False,False,False,23,2026-04-01 20:30:24.765674,0.3,0
428,TRANSFER,13451,Easypaisa,Peshawar,80260,66809,False,False,False,40,2026-03-29 21:18:11.765674,16.1,0
428,CASH_OUT,3547,Easypaisa,Lahore,109024,105477,False,False,False,32,2026-03-24 21:35:29.765674,4.3,0
428,CASH_OUT,7535,JazzCash,Faisalabad,138269,130734,False,False,False,29,2026-04-01 22:59:58.765674,9.0,0
429,CASH_IN,10989,Easypaisa,Peshawar,31238,42227,False,False,False,37,2026-03-31 09:33:28.765674,13.2,0
429,CASH_OUT,13964,JazzCash,Lahore,22940,8976,False,False,False,27,2026-04-04 16:03:44.765674,16.8,0
429,CASH_IN,5556,Easypaisa,Multan,115988,121544,False,False,False,49,2026-04-20 09:51:39.765674,6.7,0
429,CASH_OUT,11547,JazzCash,Multan,145075,133528,False,False,False,32,2026-04-24 11:22:30.765674,13.9,0
429,CASH_OUT,52526,Easypaisa,Quetta,167580,115054,False,False,False,72,2026-04-17 05:06:08.765674,53.0,0
429,PAYMENT,10262,Easypaisa,Peshawar,143721,133459,False,False,False,27,2026-04-27 20:51:29.765674,12.3,0
429,PAYMENT,11205,JazzCash,Multan,195976,184771,False,False,False,37,2026-05-01 15:05:24.765674,13.4,0
429,TRANSFER,9853,Easypaisa,Multan,23141,13288,False,False,False,36,2026-03-18 09:05:56.765674,11.8,0
429,CASH_OUT,8030,Easypaisa,Multan,186885,178855,False,False,False,47,2026-04-17 22:13:46.765674,9.6,0
429,TRANSFER,62318,Easypaisa,Faisalabad,131191,68873,False,True,True,25,2026-04-26 04:02:53.765674,72.0,1
429,CASH_OUT,5338,JazzCash,Faisalabad,48260,42922,False,False,False,41,2026-04-04 15:04:20.765674,6.4,0
429,TRANSFER,81429,Easypaisa,Karachi,100301,18872,True,False,False,25,2026-04-05 05:18:52.765674,65.0,0
429,PAYMENT,11430,Easypaisa,Multan,104900,93470,False,False,False,25,2026-04-30 18:41:32.765674,13.7,0
429,TRANSFER,6519,JazzCash,Karachi,53004,46485,False,False,False,38,2026-03-28 17:45:52.765674,7.8,0
429,CASH_OUT,10181,Easypaisa,Lahore,156618,146437,False,False,False,29,2026-03-10 10:58:36.765674,12.2,0
429,CASH_OUT,1554,Easypaisa,Faisalabad,95777,94223,False,False,False,27,2026-04-12 10:26:04.765674,1.9,0
429,CASH_OUT,5807,Easypaisa,Karachi,109585,103778,False,False,False,24,2026-05-01 19:19:23.765674,7.0,0
429,TRANSFER,3396,JazzCash,Quetta,1373,-2023,False,False,False,38,2026-04-15 15:25:23.765674,4.1,0
429,CASH_OUT,3429,Easypaisa,Quetta,5806,2377,False,False,False,42,2026-05-06 08:59:46.765674,4.1,0
429,CASH_IN,2548,JazzCash,Faisalabad,9653,12201,False,False,False,35,2026-03-08 17:20:48.765674,3.1,0
429,PAYMENT,13202,JazzCash,Karachi,1699,-11503,False,False,False,29,2026-04-29 14:24:05.765674,15.8,0
429,TRANSFER,9077,Easypaisa,Peshawar,62886,53809,False,False,False,35,2026-04-05 21:49:21.765674,10.9,0
429,CASH_OUT,1271,Easypaisa,Lahore,183581,182310,False,False,False,49,2026-04-15 17:49:05.765674,1.5,0
429,PAYMENT,6331,Easypaisa,Quetta,116030,109699,False,False,False,44,2026-04-23 20:14:48.765674,7.6,0
430,CASH_OUT,8210,Easypaisa,Quetta,32660,24450,False,False,False,45,2026-04-05 21:43:14.765674,9.9,0
430,TRANSFER,6408,Easypaisa,Multan,94092,87684,False,False,False,44,2026-04-11 12:23:38.765674,7.7,0
430,PAYMENT,7208,Easypaisa,Peshawar,140060,132852,False,False,False,20,2026-04-04 16:34:29.765674,8.6,0
430,CASH_IN,1467,JazzCash,Faisalabad,42515,43982,False,False,False,39,2026-03-13 09:43:14.765674,1.8,0
430,PAYMENT,2699,JazzCash,Peshawar,167324,164625,False,False,False,32,2026-04-03 17:12:05.765674,3.2,0
430,CASH_OUT,5203,Easypaisa,Quetta,70177,64974,False,False,False,49,2026-03-23 21:32:18.765674,6.2,0
430,PAYMENT,9221,Easypaisa,Quetta,165375,156154,False,False,False,41,2026-05-05 19:37:42.765674,11.1,0
430,TRANSFER,8410,JazzCash,Peshawar,129397,120987,False,False,False,37,2026-03-23 18:58:33.765674,10.1,0
430,PAYMENT,5767,Easypaisa,Faisalabad,137751,131984,False,False,False,42,2026-04-24 12:54:22.765674,6.9,0
430,TRANSFER,8693,Easypaisa,Quetta,190770,182077,False,False,False,20,2026-03-19 22:12:56.765674,10.4,0
430,CASH_IN,2410,Easypaisa,Peshawar,143226,145636,False,False,False,38,2026-03-22 16:30:00.765674,2.9,0
430,CASH_IN,8794,JazzCash,Faisalabad,149115,157909,False,False,False,39,2026-04-14 21:22:09.765674,10.6,0
430,CASH_IN,9685,Easypaisa,Quetta,135322,145007,False,False,False,28,2026-05-04 07:36:55.765674,11.6,0
430,TRANSFER,83430,Easypaisa,Karachi,143844,60414,True,False,False,25,2026-04-02 02:46:35.765674,65.0,0
430,TRANSFER,9162,JazzCash,Lahore,138055,128893,False,False,False,37,2026-05-06 11:19:04.765674,11.0,0
430,CASH_IN,10400,JazzCash,Quetta,534,10934,False,False,False,38,2026-04-16 20:58:27.765674,12.5,0
430,CASH_OUT,9632,Easypaisa,Lahore,78216,68584,False,False,False,44,2026-05-05 15:40:31.765674,11.6,0
430,CASH_OUT,11985,JazzCash,Karachi,101799,89814,False,False,False,35,2026-05-04 21:56:35.765674,14.4,0
430,TRANSFER,9823,JazzCash,Karachi,56868,47045,False,False,False,45,2026-04-25 15:20:09.765674,11.8,0
430,TRANSFER,5526,JazzCash,Peshawar,173821,168295,False,False,False,33,2026-03-26 11:34:43.765674,6.6,0
430,PAYMENT,12130,Easypaisa,Quetta,29688,17558,False,False,False,21,2026-03-20 09:42:05.765674,14.6,0
430,CASH_OUT,14761,JazzCash,Lahore,132536,117775,False,False,False,26,2026-04-15 09:58:48.765674,17.7,0
430,TRANSFER,5435,Easypaisa,Lahore,134424,128989,False,False,False,24,2026-03-29 20:33:11.765674,6.5,0
430,TRANSFER,7003,Easypaisa,Faisalabad,140532,133529,False,False,False,44,2026-04-14 13:08:30.765674,8.4,0
431,PAYMENT,13999,Easypaisa,Multan,69845,55846,False,False,False,40,2026-05-01 16:36:02.765674,16.8,0
431,PAYMENT,7101,Easypaisa,Multan,143239,136138,False,False,False,49,2026-04-30 08:57:38.765674,8.5,0
431,CASH_IN,4780,Easypaisa,Faisalabad,73424,78204,False,False,False,26,2026-04-28 10:53:09.765674,5.7,0
